c cmd: /host-parser-bin/kat_xcsp_f2b89728-dirty-mznfull10609-1200-20260620 /bench/2022/triangular/triangular.mzn --data /bench/2022/triangular/n30.dzn --encoder portfolio --portfolio-strategy v3 --cop-pipeline guarded-basic --cop-objective-cut direct-expr --cop-objective-cut-timing incremental-soft --cop-objective-cut-backend cnf --table-encoding mdd-tl --cumulative-mode exact --cumulative-decomposition time-rd --progress --log-scop-linear-pb-backend auto --log-scop-bdd-decomposition auto --log-scop-aggregate-weighted-lits --order-ge-shorten-link-cost --direct-eq-ne-max-arity 2 --eq-ne-encoding direct --portfolio-log-scop-eq-ne-encoding ge-rewrite --cop-objective-phase auto --cop-objective-search trisection --cop-objective-search-fallback-budget 180 --root-lp-bound --root-lp-backend lpo --root-lp-time-limit-secs 60 --ignore-parse-error
c version: kat-cli=0.1.0 git=unknown-clean
c run_start_local: 2026-06-20 22:28:05 +0900
c 00h00m00s | solve:start
c 00h00m00s | stage:objective-cut timing=incremental-soft backend=cnf form=direct-expr
c 00h00m00s | input: constraints=36396
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=10 pruned=0 changed_domains=0 entailed_tables=0
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=40747008 rss=38.86MiB
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=36396
c 00h00m00s | stage:lower:start
c 00h00m00s | stage:lower:progress percent=10 processed=3640 total=36396 lowered=3640 unsupported=0 ms=35
c 00h00m00s | stage:lower:progress percent=20 processed=7280 total=36396 lowered=7280 unsupported=0 ms=48
c 00h00m00s | stage:lower:progress percent=30 processed=10919 total=36396 lowered=10919 unsupported=0 ms=59
c 00h00m00s | stage:lower:progress percent=40 processed=14559 total=36396 lowered=14559 unsupported=0 ms=73
c 00h00m00s | stage:lower:progress percent=50 processed=18198 total=36396 lowered=18198 unsupported=0 ms=85
c 00h00m00s | stage:lower:progress percent=60 processed=21838 total=36396 lowered=21838 unsupported=0 ms=97
c 00h00m00s | stage:lower:progress percent=70 processed=25478 total=36396 lowered=25478 unsupported=0 ms=109
c 00h00m00s | stage:lower:progress percent=80 processed=29117 total=36396 lowered=29117 unsupported=0 ms=124
c 00h00m00s | stage:lower:progress percent=90 processed=32757 total=36396 lowered=32757 unsupported=0 ms=136
c 00h00m00s | stage:lower:progress percent=100 processed=36396 total=36396 lowered=36396 unsupported=0 ms=148
c 00h00m00s | stage:lower:done ms=151 lowered=36396 unsupported=0
c 00h00m00s | memory:rss checkpoint=after_lower bytes=45883392 rss=43.76MiB
c 00h00m00s | stage:post_lower:start
c 00h00m00s | stage:post_lower:done ms=32 rounds=436 tightened=436 removed_cls=0 removed_lits=0 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=465 pivot_exact_attempts=465 pivot_general_attempts=465 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=465 pivot_general_tightened=0 setup_ms=19 loop_ms=4 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=3 sat_ms=0 precise_ms=1
c 00h00m00s | memory:rss checkpoint=after_post_lower bytes=62705664 rss=59.80MiB
c 00h00m00s | stage:lowered-shape int_vars=901 bool_vars=0 linear_atoms=36396 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=36396
c 00h00m00s | stage:root-lp:start backend=lpo
c 00h01m00s | stage:root-lp:skip backend=lpo reason=failed to solve root LP with kat-lpo: LP wall-clock time limit reached during native-simplex pivot row update ms=60431
c 00h01m00s | memory:rss checkpoint=before_preencode bytes=72069120 rss=68.73MiB
c 00h01m00s | stage:preencode(log-scop):start
c 00h01m00s | stage:preencode(log-scop):done ms=2 int_vars=901
c 00h01m00s | memory:rss checkpoint=after_preencode bytes=72069120 rss=68.73MiB
c 00h01m00s | memory:rss checkpoint=before_encode bytes=72069120 rss=68.73MiB
c 00h01m00s | stage:encode(log-scop):start
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=438408 bytes=136495104 rss=130.17MiB progress_percent=10 processed=3640 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=10 processed=3640 total=36397 sat_clauses=438408 ms=189
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=442048 bytes=136495104 rss=130.17MiB progress_percent=20 processed=7280 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=20 processed=7280 total=36397 sat_clauses=442048 ms=191
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=445688 bytes=136495104 rss=130.17MiB progress_percent=30 processed=10920 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=30 processed=10920 total=36397 sat_clauses=445688 ms=193
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=449327 bytes=136495104 rss=130.17MiB progress_percent=40 processed=14559 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=40 processed=14559 total=36397 sat_clauses=449327 ms=196
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=452967 bytes=136495104 rss=130.17MiB progress_percent=50 processed=18199 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=50 processed=18199 total=36397 sat_clauses=452967 ms=198
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=456607 bytes=136495104 rss=130.17MiB progress_percent=60 processed=21839 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=60 processed=21839 total=36397 sat_clauses=456607 ms=200
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=460246 bytes=137019392 rss=130.67MiB progress_percent=70 processed=25478 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=70 processed=25478 total=36397 sat_clauses=460246 ms=213
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=463886 bytes=137019392 rss=130.67MiB progress_percent=80 processed=29118 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=80 processed=29118 total=36397 sat_clauses=463886 ms=216
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=467526 bytes=137019392 rss=130.67MiB progress_percent=90 processed=32758 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=90 processed=32758 total=36397 sat_clauses=467526 ms=218
c 00h01m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=470729 bytes=137023488 rss=130.68MiB progress_percent=100 processed=36397 total=36397
c 00h01m00s | stage:encode(log-scop):progress percent=100 processed=36397 total=36397 sat_clauses=470729 ms=220
