c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memguard64_directexpr_linkcost_20260521 /bench/competition/2022-2025/COP22to25/Cutstock-10-0_c25.xml.lzma --encoder order-ge --cop-objective-cut direct-expr --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --order-ge-shorten-link-cost --no-root-lp-bound --progress --memory-guard-gib 64 --memory-guard-fallback extprop
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=27784
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=304 pruned=2353160 changed_domains=25118 entailed_tables=0
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=65900544
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=27784
c 00h00m00s | stage:lower:start
c 00h00m04s | stage:lower:done ms=3916 lowered=27784 unsupported=0
c 00h00m04s | memory:rss checkpoint=after_lower bytes=75350016
c 00h00m04s | stage:post_lower:start
c 00h00m07s | stage:post_lower:done ms=3619 rounds=1322 tightened=26440 removed_cls=26440 removed_lits=0 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=34957644 pivot_exact_attempts=34927240 pivot_general_attempts=34957644 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=34957644 pivot_general_tightened=0 setup_ms=893 loop_ms=2589 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=4 sat_ms=0 precise_ms=120
c 00h00m07s | memory:rss checkpoint=after_post_lower bytes=886988800
c 00h00m07s | stage:lowered-shape int_vars=27762 bool_vars=23778 linear_atoms=80622 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=52861
c 00h00m07s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h00m07s | memory:rss checkpoint=before_preencode bytes=887193600
c 00h00m07s | stage:preencode(order-ge):start
c 00h00m08s | stage:preencode(order-ge):done ms=588 int_vars=69808
c 00h00m08s | memory:rss checkpoint=after_preencode bytes=895385600
c 00h00m08s | memory:guard limit_bytes=68719476736 rss_bytes=895385600 reserve_bytes=10737418240 available_bytes=57086672896 fallback=extprop
c 00h01m10s | stage:encode(order-ge-early-extprop-probe):done ms=62059 estimated_total_clauses=974481999
c 00h01m10s | memory:rss checkpoint=before_encode bytes=902242304
c 00h01m10s | stage:encode(order-ge):start
c 00h01m11s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=1000000 bytes=1019183104 interval_clauses=1000000
c 00h01m11s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=2000000 bytes=1191636992 interval_clauses=1000000
c 00h01m11s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=3000000 bytes=1193988096 interval_clauses=1000000
c 00h01m12s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=4000000 bytes=1844269056 interval_clauses=1000000
c 00h01m12s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=5000000 bytes=1919819776 interval_clauses=1000000
c 00h01m12s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=6000000 bytes=2038095872 interval_clauses=1000000
c 00h01m13s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=7000000 bytes=2154672128 interval_clauses=1000000
c 00h01m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=8000000 bytes=3502469120 interval_clauses=1000000
c 00h01m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=9000000 bytes=3594743808 interval_clauses=1000000
c 00h01m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=10000000 bytes=3713216512 interval_clauses=1000000
c 00h01m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=11000000 bytes=3831615488 interval_clauses=1000000
c 00h01m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=12000000 bytes=3957583872 interval_clauses=1000000
c 00h01m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=13000000 bytes=4073889792 interval_clauses=1000000
c 00h01m16s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=14000000 bytes=4192559104 interval_clauses=1000000
c 00h01m16s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=15000000 bytes=4310958080 interval_clauses=1000000
c 00h01m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=16000000 bytes=6834147328 interval_clauses=1000000
c 00h01m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=17000000 bytes=6952759296 interval_clauses=1000000
c 00h01m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=18000000 bytes=7069065216 interval_clauses=1000000
c 00h01m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=19000000 bytes=7187705856 interval_clauses=1000000
c 00h01m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=20000000 bytes=7313403904 interval_clauses=1000000
c 00h01m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=21000000 bytes=7432073216 interval_clauses=1000000
c 00h01m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=22000000 bytes=7550472192 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=23000000 bytes=7660670976 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=24000000 bytes=7763566592 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=25000000 bytes=7859732480 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=26000000 bytes=7955922944 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=27000000 bytes=8052355072 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=28000000 bytes=8154435584 interval_clauses=1000000
c 00h01m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=29000000 bytes=8248532992 interval_clauses=1000000
c 00h01m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=30000000 bytes=8344969216 interval_clauses=1000000
c 00h01m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=31000000 bytes=8447340544 interval_clauses=1000000
c 00h01m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=32000000 bytes=8543244288 interval_clauses=1000000
c 00h01m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=33000000 bytes=8639696896 interval_clauses=1000000
c 00h01m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=34000000 bytes=8735047680 interval_clauses=1000000
c 00h01m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=35000000 bytes=8836964352 interval_clauses=1000000
c 00h01m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=36000000 bytes=8933433344 interval_clauses=1000000
c 00h01m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=37000000 bytes=9027715072 interval_clauses=1000000
c 00h01m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=38000000 bytes=9124352000 interval_clauses=1000000
c 00h01m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=39000000 bytes=9226117120 interval_clauses=1000000
c 00h01m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=40000000 bytes=9322496000 interval_clauses=1000000
c 00h01m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=41000000 bytes=9418870784 interval_clauses=1000000
c 00h01m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=42000000 bytes=9514164224 interval_clauses=1000000
c 00h01m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=43000000 bytes=9616195584 interval_clauses=1000000
c 00h01m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=44000000 bytes=9712553984 interval_clauses=1000000
c 00h01m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=45000000 bytes=9808699392 interval_clauses=1000000
c 00h01m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=46000000 bytes=9904832512 interval_clauses=1000000
c 00h01m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=47000000 bytes=10006835200 interval_clauses=1000000
c 00h01m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=48000000 bytes=10100908032 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=49000000 bytes=10197426176 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=50000000 bytes=10293481472 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=51000000 bytes=10395414528 interval_clauses=1000000
c 00h01m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=52000000 bytes=10491752448 interval_clauses=1000000
c 00h01m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=53000000 bytes=10585923584 interval_clauses=1000000
c 00h01m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=54000000 bytes=10682449920 interval_clauses=1000000
c 00h01m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=55000000 bytes=10784092160 interval_clauses=1000000
c 00h01m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=56000000 bytes=10880622592 interval_clauses=1000000
c 00h01m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=57000000 bytes=10976882688 interval_clauses=1000000
c 00h01m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=58000000 bytes=11079073792 interval_clauses=1000000
c 00h01m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=59000000 bytes=11173240832 interval_clauses=1000000
c 00h01m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=60000000 bytes=11269754880 interval_clauses=1000000
c 00h01m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=61000000 bytes=11366023168 interval_clauses=1000000
