c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memguard64_directexpr_linkcost_20260521 /bench/competition/2022-2025/COP22to25/Cargo-07-1s-133_c24.xml.lzma --encoder order-ge --cop-objective-cut direct-expr --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --order-ge-shorten-link-cost --no-root-lp-bound --progress --memory-guard-gib 64 --memory-guard-fallback extprop
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=264
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=0 pruned=1440820 changed_domains=97 entailed_tables=0
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=3825664
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=264
c 00h00m00s | stage:lower:start
c 00h00m11s | stage:lower:done ms=11849 lowered=264 unsupported=0
c 00h00m11s | memory:rss checkpoint=after_lower bytes=645595136
c 00h00m11s | stage:post_lower:start
c 00h00m12s | stage:post_lower:done ms=1032 rounds=81 tightened=155 removed_cls=648166 removed_lits=341023 unsat=false precise_hits=183 precise_rounds=2 pivot_recomputes=311 pivot_exact_attempts=59 pivot_general_attempts=252 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=232 pivot_general_tightened=20 setup_ms=523 loop_ms=308 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=147 sat_ms=0 precise_ms=51
c 00h00m12s | memory:rss checkpoint=after_post_lower bytes=665018368
c 00h00m12s | stage:lowered-shape int_vars=259 bool_vars=1460916 linear_atoms=1487286 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=2299982
c 00h00m12s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h00m12s | memory:rss checkpoint=before_preencode bytes=665018368
c 00h00m12s | stage:preencode(order-ge):start
c 00h00m18s | stage:preencode(order-ge):done ms=5406 int_vars=404551
c 00h00m18s | memory:rss checkpoint=after_preencode bytes=1465180160
c 00h00m18s | memory:guard limit_bytes=68719476736 rss_bytes=1465180160 reserve_bytes=10737418240 available_bytes=56516878336 fallback=extprop
c 00h00m27s | stage:encode(order-ge-early-extprop-probe):done ms=8854 estimated_total_clauses=116096943
c 00h00m27s | memory:rss checkpoint=before_encode bytes=1465585664
c 00h00m27s | stage:encode(order-ge):start
c 00h00m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=1000000 bytes=1940168704 interval_clauses=1000000
c 00h00m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=2000000 bytes=2481627136 interval_clauses=1000000
c 00h00m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=3000000 bytes=2510032896 interval_clauses=1000000
c 00h00m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=4000000 bytes=2633093120 interval_clauses=1000000
c 00h00m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=5000000 bytes=2746023936 interval_clauses=1000000
c 00h00m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=6000000 bytes=2855219200 interval_clauses=1000000
c 00h00m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=7000000 bytes=2953338880 interval_clauses=1000000
c 00h00m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=8000000 bytes=3056869376 interval_clauses=1000000
c 00h00m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=9000000 bytes=3150082048 interval_clauses=1000000
c 00h00m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=10000000 bytes=3248635904 interval_clauses=1000000
c 00h00m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=11000000 bytes=3342331904 interval_clauses=1000000
c 00h00m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=12000000 bytes=3443941376 interval_clauses=1000000
c 00h00m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=13000000 bytes=3541794816 interval_clauses=1000000
c 00h00m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=14000000 bytes=3635032064 interval_clauses=1000000
c 00h00m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=15000000 bytes=3734278144 interval_clauses=1000000
c 00h00m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=16000000 bytes=3834019840 interval_clauses=1000000
c 00h00m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=17000000 bytes=3933069312 interval_clauses=1000000
c 00h00m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=18000000 bytes=4028174336 interval_clauses=1000000
c 00h00m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=19000000 bytes=4124655616 interval_clauses=1000000
c 00h00m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=20000000 bytes=4226883584 interval_clauses=1000000
c 00h00m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=21000000 bytes=4317777920 interval_clauses=1000000
c 00h00m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=22000000 bytes=4419674112 interval_clauses=1000000
c 00h00m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=23000000 bytes=4514766848 interval_clauses=1000000
c 00h00m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=24000000 bytes=4618563584 interval_clauses=1000000
