c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memguard64_directexpr_linkcost_20260521 /bench/competition/2022-2025/COP22to25/Benzenoide-13_c23.xml.lzma --encoder order-ge --cop-objective-cut direct-expr --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --order-ge-shorten-link-cost --no-root-lp-bound --progress --memory-guard-gib 64 --memory-guard-fallback extprop
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=891
c 00h00m00s | stage:propagate:start
c 00h17m11s | stage:propagate:done ms=1031748 pruned=12 changed_domains=1 entailed_tables=0
c 00h17m11s | memory:rss checkpoint=after_propagate bytes=17185603584
c 00h17m11s | stage:normalize:start
c 00h17m11s | stage:normalize:done ms=0 high_constraints=891
c 00h17m11s | stage:lower:start
c 00h17m14s | stage:lower:done ms=2489 lowered=891 unsupported=0
c 00h17m14s | memory:rss checkpoint=after_lower bytes=17417748480
c 00h17m14s | stage:post_lower:start
c 00h17m14s | stage:post_lower:done ms=11 rounds=12 tightened=12 removed_cls=12 removed_lits=0 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=7 loop_ms=2 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=0 sat_ms=0 precise_ms=0
c 00h17m14s | memory:rss checkpoint=after_post_lower bytes=17418616832
c 00h17m14s | stage:lowered-shape int_vars=6890 bool_vars=5606 linear_atoms=27060 table_atoms=866 table_tuples=1913610862 table_scope=6381 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=28986
c 00h17m14s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h17m14s | memory:rss checkpoint=before_preencode bytes=17332457472
c 00h17m14s | stage:preencode(order-ge):start
c 00h17m14s | stage:preencode(order-ge):done ms=49 int_vars=8326
c 00h17m14s | memory:rss checkpoint=after_preencode bytes=17334030336
c 00h17m14s | memory:guard limit_bytes=68719476736 rss_bytes=17334030336 reserve_bytes=10737418240 available_bytes=40648028160 fallback=extprop
c 00h29m17s | stage:encode(order-ge-early-extprop-probe):done ms=722990 estimated_total_clauses=15294614315
c 00h29m17s | memory:rss checkpoint=before_encode bytes=17850806272
c 00h29m17s | stage:encode(order-ge):start
c 00h29m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=1000000 bytes=17859457024 interval_clauses=1000000
c 00h29m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=2000000 bytes=17861365760 interval_clauses=1000000
c 00h29m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=3000000 bytes=17879683072 interval_clauses=1000000
c 00h29m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=4000000 bytes=17920978944 interval_clauses=1000000
c 00h29m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=5000000 bytes=17986654208 interval_clauses=1000000
c 00h29m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=6000000 bytes=18071306240 interval_clauses=1000000
c 00h29m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=7000000 bytes=18116513792 interval_clauses=1000000
c 00h29m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=8000000 bytes=18167721984 interval_clauses=1000000
c 00h29m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=9000000 bytes=18208686080 interval_clauses=1000000
c 00h29m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=10000000 bytes=18241888256 interval_clauses=1000000
c 00h29m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=11000000 bytes=18498449408 interval_clauses=1000000
c 00h29m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=12000000 bytes=18538528768 interval_clauses=1000000
c 00h29m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=13000000 bytes=18591817728 interval_clauses=1000000
c 00h29m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=14000000 bytes=18622476288 interval_clauses=1000000
c 00h29m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=15000000 bytes=18663165952 interval_clauses=1000000
c 00h29m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=16000000 bytes=18708975616 interval_clauses=1000000
c 00h29m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=17000000 bytes=18752299008 interval_clauses=1000000
c 00h29m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=18000000 bytes=18791510016 interval_clauses=1000000
c 00h29m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=19000000 bytes=18841677824 interval_clauses=1000000
c 00h29m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=20000000 bytes=18920366080 interval_clauses=1000000
c 00h29m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=21000000 bytes=18944495616 interval_clauses=1000000
c 00h29m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=22000000 bytes=19331129344 interval_clauses=1000000
c 00h29m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=23000000 bytes=19372204032 interval_clauses=1000000
c 00h29m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=24000000 bytes=19410788352 interval_clauses=1000000
c 00h29m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=25000000 bytes=19459936256 interval_clauses=1000000
c 00h29m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=26000000 bytes=19507802112 interval_clauses=1000000
c 00h29m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=27000000 bytes=19546447872 interval_clauses=1000000
c 00h29m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=28000000 bytes=19585761280 interval_clauses=1000000
c 00h29m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=29000000 bytes=19640401920 interval_clauses=1000000
c 00h29m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=30000000 bytes=19704549376 interval_clauses=1000000
c 00h29m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=31000000 bytes=19741077504 interval_clauses=1000000
c 00h29m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=32000000 bytes=19791749120 interval_clauses=1000000
c 00h29m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=33000000 bytes=19870781440 interval_clauses=1000000
c 00h29m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=34000000 bytes=19898384384 interval_clauses=1000000
c 00h29m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=35000000 bytes=19939201024 interval_clauses=1000000
c 00h29m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=36000000 bytes=19977314304 interval_clauses=1000000
c 00h29m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=37000000 bytes=20039094272 interval_clauses=1000000
c 00h29m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=38000000 bytes=20069281792 interval_clauses=1000000
c 00h29m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=39000000 bytes=20112609280 interval_clauses=1000000
c 00h29m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=40000000 bytes=20152086528 interval_clauses=1000000
c 00h29m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=41000000 bytes=20192452608 interval_clauses=1000000
c 00h29m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=42000000 bytes=20356886528 interval_clauses=1000000
c 00h29m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=43000000 bytes=20367470592 interval_clauses=1000000
c 00h29m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=44000000 bytes=21456175104 interval_clauses=1000000
c 00h29m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=45000000 bytes=21466816512 interval_clauses=1000000
c 00h29m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=46000000 bytes=21479989248 interval_clauses=1000000
c 00h29m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=47000000 bytes=21489451008 interval_clauses=1000000
c 00h29m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=48000000 bytes=21500112896 interval_clauses=1000000
c 00h29m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=49000000 bytes=21537353728 interval_clauses=1000000
c 00h29m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=50000000 bytes=21586821120 interval_clauses=1000000
c 00h29m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=51000000 bytes=21627891712 interval_clauses=1000000
c 00h29m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=52000000 bytes=21672697856 interval_clauses=1000000
c 00h29m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=53000000 bytes=21715173376 interval_clauses=1000000
c 00h29m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=54000000 bytes=21752287232 interval_clauses=1000000
c 00h29m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=55000000 bytes=21791485952 interval_clauses=1000000
c 00h29m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=56000000 bytes=21865766912 interval_clauses=1000000
c 00h29m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=57000000 bytes=21894238208 interval_clauses=1000000
c 00h29m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=58000000 bytes=21979250688 interval_clauses=1000000
c 00h29m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=59000000 bytes=22053269504 interval_clauses=1000000
c 00h29m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=60000000 bytes=22120017920 interval_clauses=1000000
c 00h29m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=61000000 bytes=22160920576 interval_clauses=1000000
c 00h29m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=62000000 bytes=22207983616 interval_clauses=1000000
c 00h29m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=63000000 bytes=22256459776 interval_clauses=1000000
c 00h29m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=64000000 bytes=22293590016 interval_clauses=1000000
c 00h29m36s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=65000000 bytes=22331441152 interval_clauses=1000000
c 00h29m36s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=66000000 bytes=22378844160 interval_clauses=1000000
c 00h29m36s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=67000000 bytes=22414667776 interval_clauses=1000000
c 00h29m36s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=68000000 bytes=22472183808 interval_clauses=1000000
c 00h29m37s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=69000000 bytes=22514946048 interval_clauses=1000000
c 00h29m37s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=70000000 bytes=22553513984 interval_clauses=1000000
c 00h29m37s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=71000000 bytes=22596964352 interval_clauses=1000000
c 00h29m37s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=72000000 bytes=22684168192 interval_clauses=1000000
c 00h29m38s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=73000000 bytes=22715138048 interval_clauses=1000000
c 00h29m38s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=74000000 bytes=22747312128 interval_clauses=1000000
c 00h29m38s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=75000000 bytes=22804144128 interval_clauses=1000000
c 00h29m38s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=76000000 bytes=22828716032 interval_clauses=1000000
c 00h29m38s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=77000000 bytes=22879526912 interval_clauses=1000000
c 00h29m39s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=78000000 bytes=22923620352 interval_clauses=1000000
c 00h29m39s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=79000000 bytes=22964211712 interval_clauses=1000000
c 00h29m39s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=80000000 bytes=23012904960 interval_clauses=1000000
c 00h29m41s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=81000000 bytes=23094194176 interval_clauses=1000000
c 00h29m41s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=82000000 bytes=23109513216 interval_clauses=1000000
c 00h29m42s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=83000000 bytes=23130140672 interval_clauses=1000000
c 00h29m42s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=84000000 bytes=23167881216 interval_clauses=1000000
c 00h29m42s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=85000000 bytes=23211835392 interval_clauses=1000000
c 00h29m42s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=86000000 bytes=23263858688 interval_clauses=1000000
c 00h29m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=87000000 bytes=25062535168 interval_clauses=1000000
c 00h29m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=88000000 bytes=25085562880 interval_clauses=1000000
c 00h29m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=89000000 bytes=25128574976 interval_clauses=1000000
c 00h29m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=90000000 bytes=25164607488 interval_clauses=1000000
c 00h29m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=91000000 bytes=25200615424 interval_clauses=1000000
c 00h29m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=92000000 bytes=25243660288 interval_clauses=1000000
c 00h29m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=93000000 bytes=25289367552 interval_clauses=1000000
c 00h29m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=94000000 bytes=25319575552 interval_clauses=1000000
c 00h29m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=95000000 bytes=25387286528 interval_clauses=1000000
c 00h29m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=96000000 bytes=25448402944 interval_clauses=1000000
c 00h29m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=97000000 bytes=25486442496 interval_clauses=1000000
c 00h29m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=98000000 bytes=25550213120 interval_clauses=1000000
c 00h29m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=99000000 bytes=25628372992 interval_clauses=1000000
c 00h29m47s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=100000000 bytes=25673121792 interval_clauses=1000000
c 00h29m47s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=101000000 bytes=25701310464 interval_clauses=1000000
c 00h29m47s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=102000000 bytes=25735712768 interval_clauses=1000000
c 00h29m47s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=103000000 bytes=25768632320 interval_clauses=1000000
c 00h29m48s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=104000000 bytes=25800912896 interval_clauses=1000000
c 00h29m48s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=105000000 bytes=25846353920 interval_clauses=1000000
c 00h29m48s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=106000000 bytes=25893101568 interval_clauses=1000000
c 00h29m48s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=107000000 bytes=25934090240 interval_clauses=1000000
c 00h29m48s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=108000000 bytes=25979891712 interval_clauses=1000000
c 00h29m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=109000000 bytes=26022105088 interval_clauses=1000000
c 00h29m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=110000000 bytes=26073468928 interval_clauses=1000000
c 00h29m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=111000000 bytes=26110119936 interval_clauses=1000000
c 00h29m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=112000000 bytes=26146881536 interval_clauses=1000000
c 00h29m50s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=113000000 bytes=26183802880 interval_clauses=1000000
c 00h29m50s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=114000000 bytes=26239217664 interval_clauses=1000000
c 00h29m50s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=115000000 bytes=26273755136 interval_clauses=1000000
c 00h29m50s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=116000000 bytes=26319544320 interval_clauses=1000000
c 00h29m51s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=117000000 bytes=26356539392 interval_clauses=1000000
c 00h29m51s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=118000000 bytes=26371756032 interval_clauses=1000000
