c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_logscop_directexpr_norootlp_20260521 /bench/competition/2022-2025/COP22to25/WordGolf-7-ogd2008-50-1_c24.xml.lzma --encoder log-scop --cop-objective-cut direct-expr --order-ge-table mdd-tl --no-root-lp-bound --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=488
c 00h00m00s | stage:propagate:start
c 00h00m01s | stage:propagate:done ms=939 pruned=120380 changed_domains=18 entailed_tables=0
c 00h00m01s | memory:rss checkpoint=after_propagate bytes=271736832
c 00h00m01s | stage:normalize:start
c 00h00m01s | stage:normalize:done ms=0 high_constraints=488
c 00h00m01s | stage:lower:start
c 00h01m18s | stage:lower:done ms=77629 lowered=488 unsupported=0
c 00h01m18s | memory:rss checkpoint=after_lower bytes=2506612736
c 00h01m18s | stage:post_lower:start
c 00h01m23s | stage:post_lower:done ms=5137 rounds=0 tightened=0 removed_cls=6 removed_lits=0 unsat=false precise_hits=49 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=2485 loop_ms=2139 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=455 sat_ms=0 precise_ms=55
c 00h01m23s | memory:rss checkpoint=after_post_lower bytes=3048386560
c 00h01m23s | stage:lowered-shape int_vars=450 bool_vars=343 linear_atoms=2890001 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=20164911
c 00h01m23s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h01m23s | memory:rss checkpoint=before_preencode bytes=3050135552
c 00h01m23s | stage:preencode(log-scop):start
c 00h01m24s | stage:preencode(log-scop):done ms=84 int_vars=450
c 00h01m24s | memory:rss checkpoint=after_preencode bytes=3167424512
c 00h01m24s | memory:rss checkpoint=before_encode bytes=3167424512
c 00h01m24s | stage:encode(log-scop):start
c 00h01m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=1000000 bytes=3240665088 interval_clauses=1000000
c 00h01m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=2000000 bytes=3319197696 interval_clauses=1000000
c 00h01m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=3000000 bytes=3456118784 interval_clauses=1000000
c 00h01m31s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=4000000 bytes=3472801792 interval_clauses=1000000
c 00h01m31s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=5000000 bytes=4129755136 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=6000000 bytes=4141625344 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=7000000 bytes=4233764864 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=8000000 bytes=4388827136 interval_clauses=1000000
c 00h01m33s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=9000000 bytes=5442211840 interval_clauses=1000000
c 00h01m34s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=10000000 bytes=5508460544 interval_clauses=1000000
c 00h01m34s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=11000000 bytes=5606981632 interval_clauses=1000000
c 00h01m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=12000000 bytes=5709160448 interval_clauses=1000000
c 00h01m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=13000000 bytes=5805735936 interval_clauses=1000000
c 00h01m35s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=14000000 bytes=5904130048 interval_clauses=1000000
c 00h01m36s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=15000000 bytes=5999079424 interval_clauses=1000000
c 00h01m36s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=16000000 bytes=6172692480 interval_clauses=1000000
c 00h01m37s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=17000000 bytes=6266372096 interval_clauses=1000000
c 00h01m39s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=18000000 bytes=8237309952 interval_clauses=1000000
c 00h01m39s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=19000000 bytes=8333942784 interval_clauses=1000000
c 00h01m39s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=20000000 bytes=8436068352 interval_clauses=1000000
c 00h01m40s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=21000000 bytes=8532393984 interval_clauses=1000000
c 00h01m40s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=22000000 bytes=8628346880 interval_clauses=1000000
c 00h01m40s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=23000000 bytes=8728625152 interval_clauses=1000000
c 00h01m41s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=24000000 bytes=8861929472 interval_clauses=1000000
c 00h01m41s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=25000000 bytes=8960253952 interval_clauses=1000000
c 00h01m42s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=26000000 bytes=9061347328 interval_clauses=1000000
c 00h01m42s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=27000000 bytes=9165303808 interval_clauses=1000000
c 00h01m42s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=28000000 bytes=9279889408 interval_clauses=1000000
c 00h01m43s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=29000000 bytes=9381822464 interval_clauses=1000000
c 00h01m43s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=30000000 bytes=9492582400 interval_clauses=1000000
c 00h01m44s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=31000000 bytes=9600438272 interval_clauses=1000000
