c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_logscop_directexpr_norootlp_20260521 /bench/competition/2022-2025/COP22to25/WordGolf-7-ogd2008-50-3_c24.xml.lzma --encoder log-scop --cop-objective-cut direct-expr --order-ge-table mdd-tl --no-root-lp-bound --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=488
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=923 pruned=120380 changed_domains=18 entailed_tables=0
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=271945728
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=488
c 00h00m00s | stage:lower:start
c 00h01m11s | stage:lower:done ms=70866 lowered=488 unsupported=0
c 00h01m11s | memory:rss checkpoint=after_lower bytes=2506641408
c 00h01m11s | stage:post_lower:start
c 00h01m15s | stage:post_lower:done ms=4117 rounds=0 tightened=0 removed_cls=6 removed_lits=0 unsat=false precise_hits=49 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=1722 loop_ms=2036 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=323 sat_ms=0 precise_ms=32
c 00h01m15s | memory:rss checkpoint=after_post_lower bytes=3050577920
c 00h01m16s | stage:lowered-shape int_vars=450 bool_vars=343 linear_atoms=2890001 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=20164911
c 00h01m16s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h01m16s | memory:rss checkpoint=before_preencode bytes=3052318720
c 00h01m16s | stage:preencode(log-scop):start
c 00h01m16s | stage:preencode(log-scop):done ms=65 int_vars=450
c 00h01m16s | memory:rss checkpoint=after_preencode bytes=3169607680
c 00h01m16s | memory:rss checkpoint=before_encode bytes=3169607680
c 00h01m16s | stage:encode(log-scop):start
c 00h01m19s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=1000000 bytes=3242889216 interval_clauses=1000000
c 00h01m19s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=2000000 bytes=3319357440 interval_clauses=1000000
c 00h01m20s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=3000000 bytes=3458969600 interval_clauses=1000000
c 00h01m20s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=4000000 bytes=3472875520 interval_clauses=1000000
c 00h01m21s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=5000000 bytes=4058128384 interval_clauses=1000000
c 00h01m21s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=6000000 bytes=4140576768 interval_clauses=1000000
c 00h01m22s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=7000000 bytes=4240592896 interval_clauses=1000000
c 00h01m22s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=8000000 bytes=4386533376 interval_clauses=1000000
c 00h01m23s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=9000000 bytes=5461557248 interval_clauses=1000000
c 00h01m23s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=10000000 bytes=5496758272 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=11000000 bytes=5594836992 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=12000000 bytes=5697015808 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=13000000 bytes=5794328576 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=14000000 bytes=5895696384 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=15000000 bytes=5993889792 interval_clauses=1000000
c 00h01m26s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=16000000 bytes=6170476544 interval_clauses=1000000
c 00h01m26s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=17000000 bytes=6264061952 interval_clauses=1000000
c 00h01m27s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=18000000 bytes=8236118016 interval_clauses=1000000
c 00h01m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=19000000 bytes=8332972032 interval_clauses=1000000
c 00h01m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=20000000 bytes=8435150848 interval_clauses=1000000
c 00h01m28s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=21000000 bytes=8531443712 interval_clauses=1000000
c 00h01m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=22000000 bytes=8629460992 interval_clauses=1000000
c 00h01m29s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=23000000 bytes=8735887360 interval_clauses=1000000
c 00h01m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=24000000 bytes=8862642176 interval_clauses=1000000
c 00h01m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=25000000 bytes=8958603264 interval_clauses=1000000
c 00h01m30s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=26000000 bytes=9059770368 interval_clauses=1000000
c 00h01m31s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=27000000 bytes=9163571200 interval_clauses=1000000
c 00h01m31s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=28000000 bytes=9278316544 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=29000000 bytes=9380225024 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=30000000 bytes=9490243584 interval_clauses=1000000
c 00h01m32s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=31000000 bytes=9598099456 interval_clauses=1000000
