c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memoryguard_20260521 /bench/competition/2022-2025/COP22to25/Benzenoide-13_c23.xml.lzma --encoder order-ge --order-ge-eq-ne direct-order --order-ge-table mdd-tl --memory-guard-gib 64 --memory-guard-fallback extprop --cop-pipeline guarded-basic --cop-objective-cut direct-expr --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=891
c 00h00m00s | stage:propagate:start
c 00h17m09s | stage:propagate:done ms=1029352 pruned=12 changed_domains=1 entailed_tables=0
c 00h17m09s | memory:rss checkpoint=after_propagate bytes=17183404032
c 00h17m09s | stage:normalize:start
c 00h17m09s | stage:normalize:done ms=0 high_constraints=891
c 00h17m09s | stage:lower:start
c 00h17m11s | stage:lower:done ms=2341 lowered=891 unsupported=0
c 00h17m11s | memory:rss checkpoint=after_lower bytes=17415614464
c 00h17m11s | stage:post_lower:start
c 00h17m11s | stage:post_lower:done ms=13 rounds=12 tightened=12 removed_cls=12 removed_lits=0 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=8 loop_ms=3 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=0 sat_ms=0 precise_ms=0
c 00h17m11s | memory:rss checkpoint=after_post_lower bytes=17416462336
c 00h17m11s | stage:lowered-shape int_vars=6890 bool_vars=5606 linear_atoms=27060 table_atoms=866 table_tuples=1913610862 table_scope=6381 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=28986
c 00h17m11s | stage:root-lp:start backend=native-simplex
c 00h17m12s | stage:root-lp:skip backend=native-simplex reason=root LP skipped: estimated vars 1913623358 exceed native-simplex limit 2000000 ms=612
c 00h17m12s | memory:rss checkpoint=before_preencode bytes=17330503680
c 00h17m12s | stage:preencode(order-ge):start
c 00h17m12s | stage:preencode(order-ge):done ms=45 int_vars=7262
c 00h17m12s | memory:rss checkpoint=after_preencode bytes=17330700288
c 00h17m12s | memory:guard limit_bytes=68719476736 rss_bytes=17330700288 reserve_bytes=10737418240 available_bytes=40651358208 fallback=extprop
c 00h17m12s | memory:rss checkpoint=before_encode bytes=17330700288
c 00h17m12s | stage:encode(order-ge):start
c 00h17m12s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=1000000 bytes=17386360832 interval_clauses=1000000
c 00h17m13s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=2000000 bytes=17430577152 interval_clauses=1000000
c 00h17m13s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=3000000 bytes=17480982528 interval_clauses=1000000
c 00h17m13s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=4000000 bytes=17527635968 interval_clauses=1000000
c 00h17m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=5000000 bytes=17644691456 interval_clauses=1000000
c 00h17m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=6000000 bytes=17682681856 interval_clauses=1000000
c 00h17m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=7000000 bytes=17724755968 interval_clauses=1000000
c 00h17m14s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=8000000 bytes=17766014976 interval_clauses=1000000
c 00h17m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=9000000 bytes=17815445504 interval_clauses=1000000
c 00h17m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=10000000 bytes=18058641408 interval_clauses=1000000
c 00h17m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=11000000 bytes=18083651584 interval_clauses=1000000
c 00h17m15s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=12000000 bytes=18136899584 interval_clauses=1000000
c 00h17m16s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=13000000 bytes=18174988288 interval_clauses=1000000
c 00h17m16s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=14000000 bytes=18220085248 interval_clauses=1000000
c 00h17m16s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=15000000 bytes=18253004800 interval_clauses=1000000
c 00h17m16s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=16000000 bytes=18290008064 interval_clauses=1000000
c 00h17m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=17000000 bytes=18345844736 interval_clauses=1000000
c 00h17m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=18000000 bytes=18383687680 interval_clauses=1000000
c 00h17m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=19000000 bytes=18433331200 interval_clauses=1000000
c 00h17m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=20000000 bytes=18814464000 interval_clauses=1000000
c 00h17m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=21000000 bytes=18843054080 interval_clauses=1000000
c 00h17m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=22000000 bytes=18898137088 interval_clauses=1000000
c 00h17m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=23000000 bytes=18945159168 interval_clauses=1000000
c 00h17m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=24000000 bytes=18977878016 interval_clauses=1000000
c 00h17m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=25000000 bytes=19015979008 interval_clauses=1000000
c 00h17m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=26000000 bytes=19078987776 interval_clauses=1000000
c 00h17m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=27000000 bytes=19105292288 interval_clauses=1000000
c 00h17m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=28000000 bytes=19152322560 interval_clauses=1000000
c 00h17m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=29000000 bytes=19196112896 interval_clauses=1000000
c 00h17m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=30000000 bytes=19258171392 interval_clauses=1000000
c 00h17m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=31000000 bytes=19287207936 interval_clauses=1000000
c 00h17m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=32000000 bytes=19338760192 interval_clauses=1000000
c 00h17m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=33000000 bytes=19411120128 interval_clauses=1000000
c 00h17m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=34000000 bytes=19434979328 interval_clauses=1000000
c 00h17m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=35000000 bytes=19490463744 interval_clauses=1000000
c 00h17m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=36000000 bytes=19522285568 interval_clauses=1000000
c 00h17m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=37000000 bytes=19582328832 interval_clauses=1000000
c 00h17m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=38000000 bytes=19624935424 interval_clauses=1000000
c 00h17m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=39000000 bytes=19659333632 interval_clauses=1000000
c 00h17m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=40000000 bytes=20697858048 interval_clauses=1000000
c 00h17m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=41000000 bytes=20721950720 interval_clauses=1000000
c 00h17m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=42000000 bytes=20796325888 interval_clauses=1000000
c 00h17m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=43000000 bytes=20806303744 interval_clauses=1000000
c 00h17m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=44000000 bytes=20823015424 interval_clauses=1000000
c 00h17m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=45000000 bytes=20855275520 interval_clauses=1000000
c 00h17m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=46000000 bytes=20890484736 interval_clauses=1000000
c 00h17m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=47000000 bytes=20937904128 interval_clauses=1000000
c 00h17m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=48000000 bytes=20985511936 interval_clauses=1000000
c 00h17m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=49000000 bytes=21025824768 interval_clauses=1000000
c 00h17m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=50000000 bytes=21069025280 interval_clauses=1000000
c 00h17m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=51000000 bytes=21120397312 interval_clauses=1000000
c 00h17m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=52000000 bytes=21148721152 interval_clauses=1000000
c 00h17m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=53000000 bytes=21191852032 interval_clauses=1000000
c 00h17m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=54000000 bytes=21237518336 interval_clauses=1000000
c 00h17m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=55000000 bytes=21278507008 interval_clauses=1000000
c 00h17m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=56000000 bytes=21335375872 interval_clauses=1000000
c 00h17m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=57000000 bytes=21383581696 interval_clauses=1000000
c 00h17m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=58000000 bytes=21471944704 interval_clauses=1000000
c 00h17m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=59000000 bytes=21532819456 interval_clauses=1000000
c 00h17m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=60000000 bytes=21612974080 interval_clauses=1000000
c 00h17m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=61000000 bytes=21638684672 interval_clauses=1000000
c 00h17m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=62000000 bytes=21670043648 interval_clauses=1000000
c 00h17m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=63000000 bytes=21714497536 interval_clauses=1000000
c 00h17m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=64000000 bytes=21757976576 interval_clauses=1000000
c 00h17m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=65000000 bytes=21799870464 interval_clauses=1000000
c 00h17m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=66000000 bytes=21842288640 interval_clauses=1000000
c 00h17m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=67000000 bytes=21880750080 interval_clauses=1000000
c 00h17m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=68000000 bytes=21921345536 interval_clauses=1000000
c 00h17m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=69000000 bytes=21970706432 interval_clauses=1000000
c 00h17m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=70000000 bytes=22010449920 interval_clauses=1000000
c 00h17m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=71000000 bytes=22055137280 interval_clauses=1000000
c 00h17m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=72000000 bytes=22129750016 interval_clauses=1000000
c 00h17m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=73000000 bytes=22159515648 interval_clauses=1000000
c 00h17m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=74000000 bytes=22197600256 interval_clauses=1000000
c 00h17m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=75000000 bytes=22245023744 interval_clauses=1000000
c 00h17m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=76000000 bytes=22300438528 interval_clauses=1000000
c 00h17m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=77000000 bytes=22343507968 interval_clauses=1000000
c 00h17m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=78000000 bytes=22384640000 interval_clauses=1000000
c 00h17m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=79000000 bytes=22423343104 interval_clauses=1000000
c 00h17m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=80000000 bytes=22466674688 interval_clauses=1000000
c 00h17m38s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=81000000 bytes=24159010816 interval_clauses=1000000
c 00h17m38s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=82000000 bytes=24173002752 interval_clauses=1000000
c 00h17m38s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=83000000 bytes=24201900032 interval_clauses=1000000
c 00h17m39s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=84000000 bytes=24234500096 interval_clauses=1000000
c 00h17m39s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=85000000 bytes=24274186240 interval_clauses=1000000
c 00h17m39s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=86000000 bytes=24318529536 interval_clauses=1000000
c 00h17m39s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=87000000 bytes=24356466688 interval_clauses=1000000
c 00h17m40s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=88000000 bytes=24406581248 interval_clauses=1000000
c 00h17m40s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=89000000 bytes=24446365696 interval_clauses=1000000
c 00h17m40s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=90000000 bytes=24481525760 interval_clauses=1000000
c 00h17m40s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=91000000 bytes=24528134144 interval_clauses=1000000
c 00h17m41s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=92000000 bytes=24581996544 interval_clauses=1000000
c 00h17m41s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=93000000 bytes=24614383616 interval_clauses=1000000
c 00h17m41s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=94000000 bytes=24652341248 interval_clauses=1000000
c 00h17m41s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=95000000 bytes=24721141760 interval_clauses=1000000
c 00h17m42s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=96000000 bytes=24780824576 interval_clauses=1000000
c 00h17m42s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=97000000 bytes=24816889856 interval_clauses=1000000
c 00h17m42s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=98000000 bytes=24891338752 interval_clauses=1000000
c 00h17m42s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=99000000 bytes=24974766080 interval_clauses=1000000
c 00h17m43s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=100000000 bytes=25022124032 interval_clauses=1000000
c 00h17m43s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=101000000 bytes=25053331456 interval_clauses=1000000
c 00h17m43s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=102000000 bytes=25096069120 interval_clauses=1000000
c 00h17m43s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=103000000 bytes=25133309952 interval_clauses=1000000
c 00h17m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=104000000 bytes=25182076928 interval_clauses=1000000
c 00h17m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=105000000 bytes=25212813312 interval_clauses=1000000
c 00h17m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=106000000 bytes=25262096384 interval_clauses=1000000
c 00h17m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=107000000 bytes=25298833408 interval_clauses=1000000
c 00h17m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=108000000 bytes=25345949696 interval_clauses=1000000
c 00h17m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=109000000 bytes=25380995072 interval_clauses=1000000
c 00h17m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=110000000 bytes=25465581568 interval_clauses=1000000
c 00h17m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=111000000 bytes=25508159488 interval_clauses=1000000
c 00h17m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=112000000 bytes=25544650752 interval_clauses=1000000
c 00h17m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=113000000 bytes=25581780992 interval_clauses=1000000
c 00h17m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=114000000 bytes=25635057664 interval_clauses=1000000
c 00h17m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=115000000 bytes=25674735616 interval_clauses=1000000
c 00h17m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=116000000 bytes=25715171328 interval_clauses=1000000
c 00h17m47s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=117000000 bytes=25753899008 interval_clauses=1000000
c 00h17m47s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=118000000 bytes=25798184960 interval_clauses=1000000
