c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memguard64_directexpr_linkcost_20260521 /bench/competition/2022-2025/COP22to25/BinPacking-n4c1w1a_c24.xml.lzma --encoder order-ge --cop-objective-cut direct-expr --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --order-ge-shorten-link-cost --no-root-lp-bound --progress --memory-guard-gib 64 --memory-guard-fallback extprop
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=615
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=45 pruned=0 changed_domains=0 entailed_tables=0
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=29159424
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=615
c 00h00m00s | stage:lower:start
c 00h00m07s | stage:lower:done ms=7930 lowered=615 unsupported=0
c 00h00m07s | memory:rss checkpoint=after_lower bytes=409661440
c 00h00m07s | stage:post_lower:start
c 00h00m08s | stage:post_lower:done ms=722 rounds=0 tightened=0 removed_cls=0 removed_lits=0 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=434 loop_ms=240 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=30 sat_ms=0 precise_ms=9
c 00h00m08s | memory:rss checkpoint=after_post_lower bytes=446111744
c 00h00m08s | stage:lowered-shape int_vars=8569 bool_vars=873604 linear_atoms=891119 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=1756488
c 00h00m08s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h00m08s | memory:rss checkpoint=before_preencode bytes=446439424
c 00h00m08s | stage:preencode(order-ge):start
c 00h00m30s | stage:preencode(order-ge):done ms=21910 int_vars=1255859
c 00h00m30s | memory:rss checkpoint=after_preencode bytes=2464735232
c 00h00m30s | memory:guard limit_bytes=68719476736 rss_bytes=2464735232 reserve_bytes=10737418240 available_bytes=55517323264 fallback=extprop
c 00h10m41s | stage:encode(order-ge-early-extprop-probe):done ms=611097 estimated_total_clauses=7981708105
c 00h10m41s | memory:rss checkpoint=before_encode bytes=2490269696
c 00h10m41s | stage:encode(order-ge):start
c 00h10m43s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=1000000 bytes=2846187520 interval_clauses=1000000
c 00h10m44s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=2000000 bytes=3167584256 interval_clauses=1000000
c 00h10m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=3000000 bytes=3873198080 interval_clauses=1000000
c 00h10m45s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=4000000 bytes=3881586688 interval_clauses=1000000
c 00h10m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=5000000 bytes=3888246784 interval_clauses=1000000
c 00h10m46s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=6000000 bytes=3896635392 interval_clauses=1000000
c 00h10m47s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=7000000 bytes=5000196096 interval_clauses=1000000
c 00h10m48s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=8000000 bytes=5008584704 interval_clauses=1000000
c 00h10m48s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=9000000 bytes=5015552000 interval_clauses=1000000
c 00h10m48s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=10000000 bytes=5088440320 interval_clauses=1000000
c 00h10m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=11000000 bytes=5206876160 interval_clauses=1000000
c 00h10m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=12000000 bytes=5332553728 interval_clauses=1000000
c 00h10m49s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=13000000 bytes=5451218944 interval_clauses=1000000
c 00h10m52s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=14000000 bytes=7930507264 interval_clauses=1000000
c 00h10m52s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=15000000 bytes=8048996352 interval_clauses=1000000
c 00h10m52s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=16000000 bytes=8174940160 interval_clauses=1000000
c 00h10m53s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=17000000 bytes=8292462592 interval_clauses=1000000
c 00h10m53s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=18000000 bytes=8410861568 interval_clauses=1000000
c 00h10m54s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=19000000 bytes=8529485824 interval_clauses=1000000
c 00h10m54s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=20000000 bytes=8655183872 interval_clauses=1000000
c 00h10m54s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=21000000 bytes=8771760128 interval_clauses=1000000
c 00h10m56s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=22000000 bytes=8912109568 interval_clauses=1000000
c 00h10m56s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=23000000 bytes=8985575424 interval_clauses=1000000
c 00h10m58s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=24000000 bytes=9125322752 interval_clauses=1000000
c 00h11m08s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=25000000 bytes=9213489152 interval_clauses=1000000
c 00h11m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=26000000 bytes=9306591232 interval_clauses=1000000
c 00h11m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=27000000 bytes=9415421952 interval_clauses=1000000
c 00h11m47s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=28000000 bytes=9588576256 interval_clauses=1000000
c 00h11m59s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=29000000 bytes=9698091008 interval_clauses=1000000
c 00h12m12s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=30000000 bytes=9805619200 interval_clauses=1000000
c 00h12m16s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=31000000 bytes=9932275712 interval_clauses=1000000
c 00h12m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=32000000 bytes=10049662976 interval_clauses=1000000
c 00h12m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=33000000 bytes=10142097408 interval_clauses=1000000
c 00h12m17s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=34000000 bytes=10233470976 interval_clauses=1000000
c 00h12m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=35000000 bytes=10333315072 interval_clauses=1000000
c 00h12m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=36000000 bytes=10425995264 interval_clauses=1000000
c 00h12m18s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=37000000 bytes=10547728384 interval_clauses=1000000
c 00h12m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=38000000 bytes=10636996608 interval_clauses=1000000
c 00h12m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=39000000 bytes=10738798592 interval_clauses=1000000
c 00h12m19s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=40000000 bytes=10848628736 interval_clauses=1000000
c 00h12m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=41000000 bytes=10941566976 interval_clauses=1000000
c 00h12m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=42000000 bytes=11048017920 interval_clauses=1000000
c 00h12m20s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=43000000 bytes=11145641984 interval_clauses=1000000
c 00h12m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=44000000 bytes=11238592512 interval_clauses=1000000
c 00h12m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=45000000 bytes=11331047424 interval_clauses=1000000
c 00h12m21s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=46000000 bytes=11422793728 interval_clauses=1000000
c 00h12m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=47000000 bytes=11551068160 interval_clauses=1000000
c 00h12m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=48000000 bytes=11641344000 interval_clauses=1000000
c 00h12m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=49000000 bytes=11754520576 interval_clauses=1000000
c 00h12m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=50000000 bytes=11847495680 interval_clauses=1000000
c 00h12m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=51000000 bytes=11945021440 interval_clauses=1000000
c 00h12m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=52000000 bytes=12055212032 interval_clauses=1000000
c 00h12m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=53000000 bytes=12145184768 interval_clauses=1000000
c 00h12m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=54000000 bytes=12239806464 interval_clauses=1000000
c 00h12m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=55000000 bytes=12336951296 interval_clauses=1000000
c 00h12m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=56000000 bytes=12460945408 interval_clauses=1000000
c 00h12m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=57000000 bytes=12552785920 interval_clauses=1000000
c 00h12m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=58000000 bytes=12649541632 interval_clauses=1000000
c 00h12m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=59000000 bytes=12760178688 interval_clauses=1000000
c 00h12m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=60000000 bytes=12852109312 interval_clauses=1000000
c 00h12m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=61000000 bytes=12946227200 interval_clauses=1000000
c 00h12m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=62000000 bytes=13060968448 interval_clauses=1000000
c 00h12m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=63000000 bytes=13152833536 interval_clauses=1000000
c 00h12m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=64000000 bytes=13240295424 interval_clauses=1000000
c 00h12m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=65000000 bytes=13332660224 interval_clauses=1000000
c 00h12m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=66000000 bytes=13464735744 interval_clauses=1000000
c 00h12m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=67000000 bytes=13556715520 interval_clauses=1000000
c 00h12m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=68000000 bytes=13649457152 interval_clauses=1000000
c 00h12m29s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=69000000 bytes=13756100608 interval_clauses=1000000
c 00h12m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=70000000 bytes=13853057024 interval_clauses=1000000
c 00h12m30s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=71000000 bytes=13967650816 interval_clauses=1000000
c 00h12m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=72000000 bytes=14060146688 interval_clauses=1000000
c 00h12m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=73000000 bytes=14151716864 interval_clauses=1000000
c 00h12m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=74000000 bytes=14250053632 interval_clauses=1000000
c 00h12m31s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=75000000 bytes=14339121152 interval_clauses=1000000
c 00h12m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=76000000 bytes=14464200704 interval_clauses=1000000
c 00h12m32s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=77000000 bytes=14555926528 interval_clauses=1000000
c 00h12m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=78000000 bytes=14674243584 interval_clauses=1000000
c 00h12m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=79000000 bytes=14766137344 interval_clauses=1000000
c 00h12m33s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=80000000 bytes=14855024640 interval_clauses=1000000
c 00h12m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=81000000 bytes=14967500800 interval_clauses=1000000
c 00h12m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=82000000 bytes=15064694784 interval_clauses=1000000
c 00h12m34s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=83000000 bytes=15156658176 interval_clauses=1000000
c 00h12m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=84000000 bytes=15248601088 interval_clauses=1000000
c 00h12m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=85000000 bytes=15342252032 interval_clauses=1000000
c 00h12m35s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=86000000 bytes=15471235072 interval_clauses=1000000
c 00h12m36s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=87000000 bytes=15563345920 interval_clauses=1000000
c 00h12m36s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=88000000 bytes=15672709120 interval_clauses=1000000
c 00h12m36s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=89000000 bytes=15769546752 interval_clauses=1000000
c 00h12m37s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=90000000 bytes=15864619008 interval_clauses=1000000
c 00h12m37s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=91000000 bytes=15975038976 interval_clauses=1000000
